2033,7
1610,3
1276,4
1057,2
881,8
721,7
624,2
543,2
527,2
527,3
523,6
476,6
480,2
508,1
534,4
617,6
648,3
659,6
702,3
743,7
802,7
818,1
762,2
729,8
670,1
687,6
713,1
691,7
617,5
686,2
794
761,3
723,2
814,6
845,9
960,7
1071,2
1191,1
1226,7
1222,6
1196,1
1212,1
1176,3
1128,7
1172,7
1153,6
1169,3
1268,1
1500,7
1662,9
1815,1
1999
2091,8
2132
2132,4
2136,5
2162,2
2192,1
2210,8
2248,1
2401,8
2460,5
2501,4
2533,4
2534,8
2432,1
2359,7
2246,8
2177,2
2213,7
2251,2
2230,3
2323
2287,3
2158,5
1978,6
1789,2
1555,2
1393
1290,7
1301,5
1412,8
1846,9
2216,8
2377,5
2471,3
2494,6
2453
2420,3
2370,1
2244,2
2150,8
2041,6
1844
1605,5
1366,2
1145,8
954,6
765,9
591,7
456,4
359,7
255,4
166,7
96,4
74,3
72,7
81,3
63,9
57,1
99,2
183,4
268,4
272,8
268,6
247,9
232,6
282,8
268,4
304,5
346,2
372,4
388,6
389,6
434,5
514,3
595,3
646,4
677,3
770,9
859,1
991,3
1016,8
930,8
805,4
701,8
525,6
336
227,2
147,7
112,9
76,9
46,9
26,6
22
19,5
14,8
13,6
23,8
20
20,6
26,8
60
78,6
92,3
107,4
109,3
119,9
132,4
139,6
140,6
135,9
148,8
163,8
172,9
184,5
202,5
220,5
261,4
256,7
263,2
236,7
188,3
191
189,7
195,8
183,7
155,1
121,4
89,6
75,2
58,6
40,6
23
13
6,3
2,4
1,4
4,3
10
11,2
17,1
34,7
59,2
82
96,9
120,8
154,5
187,4
200,3
191,5
224,8
343,8
434,9
534,7
618,4
646,6
718,4
856
975
1081,5
1141,4
1157,6
1130,2
1074,3
1061,9
1145,9
1289,9
1309,1
1324,6
1326,4
1329,4
1316,6
1288,7
1128,5
989,5
972,5
1084,3
1190,8
1210,8
1131,4
1013,5
1000,9
947,3
868,4
859,1
809,3
752,5
679,1
619,6
535
461,3
456,6
445,3
443,1
456,9
496,3
558,9
564
530,5
527,3
529
553,2
547,4
524,6
455,4
404
405,5
400,2
393,5
391
384,5
348,2
301,6
268,3
247,7
234,6
223,1
191,3
180,8
176,9
157,5
160,1
156,6
137,3
115,8
97,8
92,5
107,4
137,2
148,5
164,2
178,8
176,3
124,4
106,1
128,4
151,9
165,6
165,7
178,5
177,1
182
181,2
173,3
185,9
179,9
164,5
165,5
153,9
140,6
140,2
134,1
135,3
149,5
188,5
240,2
240,6
218,6
200,2
213,4
237,6
256,4
284
318,3
338,7
369,8
435
517,7
580,9
654,2
661,2
678,5
600,7
490,8
472,9
467,4
403,7
364,4
334,6
288,1
237,1
235,9
240,2
233,7
279,6
339,3
386,8
452,1
506,1
509,8
476,2
400,7
361,6
323,2
251,4
191,7
150,7
122,9
106,3
78
47,8
24
22,5
24,2
22,6
28,7
25,3
24,3
31,9
27,6
20,5
20,2
20,7
22,2
29
34,4
41,6
44,2
44,8
42
40,5
44,5
52,1
58,9
66,1
67,8
89,1
96,7
84,7
76,5
76,2
76,8
80,2
93,4
122,5
138,7
141,9
129,9
143,2
164,9
181,5
202,3
232,6
235,1
207,7
172,5
150,9
122,7
130,7
159,2
209,4
260,4
324,3
355,5
350,9
356,3
401,7
434,1
452,8
496,9
541,3
568,2
612
618,6
556,2
523
459,5
415,1
414,6
460,2
534,3
581,9
656,7
722,3
798,9
901,4
971,5
973,7
1021,8
1042,5
1114,5
1113,3
1067,6
