/ elforbrug
/ fra ELTRA jylland fyn
0,871363655
0,820207869
0,796017336
0,760046847
/ bemærkning
0,727960969
0,709521679
0,715172023
0,736688732
0,758911734
0,77770417
0,819148429
0,863140388
0,893082162
0,900851384
0,902541442
0,912757465
0,984925466
1,08065338
1,099370142
1,057648411
1,001372001
0,93712457
0,876938324
0,821191634
0,764814325
0,715272922
0,678621365
0,664924327
0,663688314
0,675670069
0,713280167
0,769934948
0,827977091
0,888844405
0,951754923
0,996377501
1,018045558
1,016229376
1,016229376
1,02039146
1,07868585
1,180543377
1,190885524
1,135290182
1,064610441
0,999606268
0,930313889
0,861601678
0,793091266
0,745189471
0,719258432
0,713835111
0,725993439
0,777048327
0,926605851
1,168158027
1,335473773
1,369855103
1,399166258
1,410567844
1,392254678
1,386225963
1,35968953
1,3227605
1,342006982
1,422574823
1,415158748
1,342637601
1,248675419
1,163541898
1,0860767
0,978190458
0,884530973
0,831937376
0,799195654
0,798817283
0,816348482
0,868538484
1,009418695
1,239468386
1,392103329
1,398762662
1,388042145
1,36914881
1,336608886
1,352803174
1,33673501
1,300991544
1,35363559
1,462480373
1,45534177
1,369401057
1,265222853
1,181880289
1,100833177
0,98452187
0,900044192
0,847601944
0,818492586
0,827069
0,839605699
0,887204796
1,027227366
1,266332741
1,40751565
1,404640028
1,413594814
1,397879796
1,354568906
1,357949022
1,335978268
1,319556957
1,351163565
1,463817285
1,456703906
1,378835112
1,267266057
1,191263895
1,109056445
1,004373745
0,908393584
0,856758527
0,834207603
0,829465351
0,841169633
0,888037213
1,037090242
1,274556009
1,421616283
1,437129502
1,440509618
1,437230401
1,405749917
1,420304596
1,417151503
1,383829612
1,408196718
1,489798774
1,466919928
1,381786408
1,266105719
1,187152261
1,102876382
0,98696867
0,893031713
0,838823732
0,817307023
0,804038806
0,81655028
0,874188827
1,023267081
1,266610214
1,419245157
1,424643253
1,423104543
1,41644521
1,366222739
1,329974778
1,278465845
1,247742103
1,298822215
1,38902591
1,383930511
1,298090698
1,184478438
1,108728523
1,02884175
0,950216214
0,877215797
0,821368207
0,788979632
0,772104276
0,762392749
0,772457423
0,826211358
0,888920079
0,976399501
1,05020711
1,104011495
1,115841902
1,092155864
1,069857188
1,055655656
1,039839739
1,100505256
1,227436182
1,25750408
1,170453479
1,070437357
0,999429695
0,961264653
0,906325154
0,840740813
0,789383228
0,75427038
0,732551873
0,725993439
0,726296136
0,770136746
0,822175399
0,881352655
0,939394798
0,989087549
1,006240377
1,009948414
0,989894741
0,976752648
0,972590564
1,050131436
1,201959187
1,252181658
1,205490652
1,127495735
1,064635666
0,9939307
0,91868528
0,858196337
0,811505331
0,785927438
0,794150705
0,802247849
0,849872171
1,011184427
1,273748817
1,427039604
1,428149492
1,428250391
1,410769642
1,368972236
1,369602855
1,349473507
1,3103247
1,347909573
1,455215646
1,459428179
1,388748438
1,281719837
1,200546602
1,113496
1,006820546
0,914800669
0,857010774
0,837940866
0,829187879
0,842506545
0,892678566
1,046019802
1,29385294
1,451986878
1,452970643
1,466364984
1,462278575
1,427367525
1,43839074
1,427468424
1,397829347
1,41894246
1,501906652
1,479179155
1,385368322
1,275211852
1,191364794
1,10807268
1,008762851
0,92267079
0,869648372
0,842657893
0,842935366
0,852520769
0,902516218
1,046070252
1,294811481
1,444570803
1,460865989
1,47378106
1,475647691
1,436196187
1,448430189
1,426282861
1,397501425
1,427317076
1,510987561
1,49418788
1,403328342
1,29486193
1,212679705
1,125301182
1,01837348
0,918811404
0,874289726
0,841976825
0,83307249
0,844827222
0,903197286
1,059010547
1,301571713
1,467046052
1,484425903
1,482130451
1,481398933
1,452920194
1,45927683
1,446538333
1,396542885
1,433371015
1,517949591
1,506522781
1,416823581
1,304977054
1,221180445
1,136828891
1,024755341
0,937301144
0,876408605
0,847753292
0,842834467
0,860315216
0,905139591
1,065165385
1,308432844
1,461496608
1,473957633
1,481852979
1,468357739
1,424718927
1,391876307
1,340165575
1,294105188
1,336079166
1,428275616
1,413039869
1,316908359
1,202539357
1,129892086
1,054167396
0,977685963
0,905013468
0,852747792
0,809436902
0,791401208
0,783833784
0,800507341
0,846769527
0,924058151
1,008409705
