66,9
67,5
66,9
67,7
66,8
66,6
65,2
58
53,7
59,5
64,7
65,2
65,6
65
65,3
64,6
64,1
65,2
65,7
65,9
66
66,8
67,7
68,1
67,9
60,8
64,8
66,8
67,7
67,1
67,6
65,8
67,8
68,2
69,3
67,6
69,6
69,9
69,3
68,8
69,1
66,5
57,9
56,7
59
67,2
69,1
69,9
69,5
68,4
69,2
68,5
68,1
67,1
65,7
66,2
64,5
63,5
65,6
67,8
68,3
67,6
68,7
68
67,8
68
68,2
67,5
69,3
68,2
68,6
68,3
67,9
68
68,8
69,2
68,8
67,4
68,4
67,7
68,4
67,8
63,2
55,9
56,7
58,1
69,2
71,8
71,7
71,6
71,1
72,6
73,6
74,9
74
74,9
73,3
72,5
71,8
72,9
72,1
72,8
72,1
73
72,7
73,4
73,5
74,1
73,5
73,4
73,7
74,2
70
70,1
73,9
74,3
74,3
73,3
74
73,9
73,8
74
73,8
74,4
74,5
74,6
74,5
74,7
74,7
71,5
73,8
74,7
74,9
75,1
74,4
74,5
74,9
73,9
73,1
69,6
70,8
72,9
73,1
73,2
73,5
68,5
74
73,5
73,8
72,7
64,6
62,6
70,1
71,7
72,5
73,2
73,5
73,3
72,8
72,2
72
74
74,8
75,6
76
65
71,6
75
73,1
72,2
72,2
69,8
70,4
73,1
72,9
72,6
69,7
70,3
71,7
71,8
71,1
71,5
70,9
71,5
71,2
71,9
66,7
70,4
71,2
64,4
70,3
70,4
71,9
71,3
71,9
71,5
71,8
71,4
72
72,7
73
72,2
72,2
71,4
69,5
66,2
70,9
71,8
71,6
71,9
71,7
72,1
72,1
73
71,2
64,1
67,5
70,6
70,5
71,9
71,5
72,5
72
73,2
72,2
73,3
72,8
73,4
72,8
73,7
72,6
72,6
71,7
71,6
72
71,9
71
72,1
71,3
71,8
71,6
72,1
71,4
71,9
71,1
72,1
68,5
64,7
69,8
70,9
70,9
68,5
68,6
69,1
70,2
70,2
68,4
67,4
69,7
70,6
71
71
71,2
70,7
70,5
70,7
71,4
71
71,5
70,5
70,8
70,3
71
71,2
73,1
72
72,9
72,4
66,5
70
71,1
70
69,9
69,5
67,6
68,1
68,9
69,6
70,3
69,4
69,3
69,1
69,6
70,3
70,5
71
70,9
69,4
70,7
70,4
70,7
70,3
72,2
72,1
72,5
70,8
72
67,3
68,8
70,7
70,2
71,5
70,1
69,8
69,8
69,6
69,7
69,6
68,5
68,2
68,5
53,7
65,6
66,8
67,7
67,7
67,8
68,4
69
69,6
69,3
71,1
72,1
70,3
67,7
67,9
68,1
68,8
69
61
58,1
60,4
66
65,7
59,2
60,2
62,3
63,5
63,4
64,8
66,3
66,7
68,4
69,4
69,6
69,3
61,4
58,5
57,2
57,2
57,2
57,2
57,2
57,2
57,2
57,2
57,2
57,2
68
69,8
69,6
70
69,5
70,5
69,1
66,7
67,9
68,2
69,4
67
68,6
69,9
70
69
68,5
59,6
63,1
67,5
67,3
68,2
67,6
68,4
68,3
67,1
64,1
59,6
52,7
57,4
64,8
66,7
67,4
67,9
68,5
68,3
67,6
67,2
66,5
66,8
67
66,5
66,3
66,1
66,9
67,2
67,1
67,2
67,1
67,1
67,1
66,8
55,8
55,9
63,4
64,9
65,2
64,8
65
65,9
65,1
66,2
66,2
66,3
66,3
65,4
64,9
65,1
65,1
66,1
66,7
65,4
65,3
41,1
38,7
40
48,1
65,3
64,4
65
61,7
63,2
65,2
65,8
68,4
70,3
70,4
69,4
68,3
67,4
67,3
67,2
67,3
67,2
66,8
65,4
65,5
65,2
65,7
65,9
63,9
60,4
58,9
62,5
65
65,5
66
65,2
64,8
64,3
64,7
64,2
64,2
63,6
63,8
63,4
64,2
63,7
64,3
63,7
63,8
65,6
65,5
64,7
62,8
57,9
64,2
64,3
65,1
64,5
65,3
65,3
65,8
65,2
65,3
64,3
66,6
66
65,6
65
64,9
64,1
63,8
63,6
64,4
63,5
59,6
61,1
62,5
61,6
61,7
62,7
63,1
63
63
62,2
62
62,4
61,9
62,2
61,7
62,3
61,7
62
61,5
62,2
61,9
62,4
62,7
62,8
62,9
62,2
62,5
61,6
61,7
62,7
63,1
63
63
62,2
62
62,4
61,9
62,2
61,7
62,3
61,7
62
61,5
62,2
61,9
62,4
62,7
62,8
51,7
56
56,4
56,7
56,9
56,7
56,8
58,8
58,9
56,2
58,9
59,1
60,1
58,9
59
58,9
60,5
59,8
60,3
59,9
60,1
59,2
60,2
60,1
60,5
60,6
60,6
59,2
60,4
60
60,2
58,5
58,1
58,3
58,4
58,3
58,9
58,3
58,7
59
58,8
58,5
60
59,7
60
58,6
59,7
59,7
59,2
58,6
57,8
57,3
57
57,1
57,1
58,3
58,5
59,8
59,7
54,2
53,2
53,8
54,7
55,9
53,5
55,5
55,6
56,8
57,1
57,6
58,1
57,7
57,3
58,3
58,3
58,8
58
57,7
57,4
50,9
47,8
47,8
47,3
47,7
47,3
47,9
47,5
47,8
47,3
46,3
47,2
48,3
47,2
47,3
47,1
47,4
47
46,9
46,1
37,3
40,8
46,9
46,9
46
45,5
46,8
45,7
46,7
45,9
47,2
47,2
48
48
48,2
47,1
46
46,2
37,2
33,2
25
27,4
27,8
22,9
22,5
27,6
29
29,8
29,5
29,9
29,4
30
29,6
29,9
29,4
30
29,3
29,9
29,5
30
29,4
29,9
29,4
30,1
29,7
28,8
27,8
28,7
28
28,4
27,9
28,3
27,1
28
28,8
29,3
29,1
29,2
28,5
28,8
29,4
21,9
17,8
17
16,8
16,8
19,4
21,4
24
26,6
27,7
21,2
27,2
24
21,4
24,8
26,2
27,2
27,4
27,8
27,5
27,9
27,8
27,8
27,8
28,2
28
28,2
28,3
28,5
28,5
28,4
28,3
28,4
31,1
32,5
34,6
34,7
36,2
36
36,5
37,2
37,6
36,9
37,4
36,6
37,4
28,3
22
23,5
34,8
36,8
36,4
35,5
35,2
37,2
37,7
37,7
37,2
34,6
34,5
37,1
35
36,5
35,9
36,4
35,9
36,6
36
36,4
36
36,6
36,1
36,7
36,2
37,1
36,6
36,8
35,4
36,6
37,8
37,1
37,2
37,3
37
36,1
38,5
38,7
39,2
38,5
39,3
38,7
38,6
32,6
38,1
39
39,6
38,5
38,6
35,8
35,1
34,3
26,4
20,8
20,8
20,7
19,6
19,2
18
19,2
19,6
19,6
19,6
19,6
19,9
19,6
22
30,7
30,4
31,3
31,3
31,3
30,9
30
30,8
30,3
30,2
31
31,1
31,3
31,1
30,5
30,4
30,3
30
31,1
30
30
31
31,2
30,9
29,9
30
30,7
30,8
30
30,8
30,7
30,3
30,8
30,8
30,8
30,8
30,8
30,8
30,7
30,8
30,5
37,1
40,3
43,2
43,3
43,2
